,title,price,link
285,"AVITA Laptop Liber E Intel Core I3-1215U 15.6 Inch 8Gb Ram, 512Gb Ssd - Windows 11 Home  ","25,990",https://amazon.in//AVITA-Laptop-Liber-Intel-I3-1215U/dp/B0CM66DMF9/ref=sr_1_246?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-246
286,"Lenovo ThinkPad E14 Intel Core i5 12th Gen 14"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/FPR/Backlit Keyboard/Black/1.59 kg), 21E3S04X00  ","66,990",https://amazon.in//Lenovo-ThinkPad-Windows-Keyboard-21E3S04X00/dp/B0BDM2Y2XH/ref=sr_1_247?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-247
287,"HONOR MagicBook X16 (2023), 12th Gen Intel Core i5-12450H (8GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.75Kg), Gray  ","53,990",https://amazon.in//MagicBook-i5-12450H-Anti-Glare-Keyboard-Fingerprint/dp/B0BYK8TMYJ/ref=sr_1_248?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-248
288,"HP 250 G9 Notebook PC, 12th Gen Intel Core i3-1215U Processor, 15.6 inch(39.6cm) Anti-Glare HD Laptop/8GB RAM/512GB SSD/Numeric Keypad/Intel Iris Xe Graphics/Dos/1.74 Kgs 7M659PA  ","32,680",https://amazon.in//HP-250-Notebook-15-6-inch/dp/B0C5MFMH75/ref=sr_1_249?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-249
289,"AVITA Liber E with Free USB charging Backpack 12th Gen intel core i5 1235U 8GB RAM 512GB SSD 14.1"" (35.6 cm) FHD Display Windows 11 Home Charcoal Black 1.53 Kg Thin & Light  ","32,990",https://amazon.in//AVITA-charging-Backpack-Display-Charcoal/dp/B0CRVKFF7X/ref=sr_1_250?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-250
290,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/128 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","27,890",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MDk0ODA3MTM5NDEyMDM6MTcyMTY2Mjg3ODpzcF9tdGY6MzAwMjYwODE4ODM4NzMyOjowOjo&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KPC3CX%2Fref%3Dsr_1_251_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662878%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
291,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","47,990",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_24?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.Ax0p0kRStw-euPTymH6UdfBG4B-q840XBWgqN3IiyKinBI50AQjN7GWZBoV6Kg8VaLYjrvg0fPMOnNEwwMoM-MLwHN53wG9eFjzry5PGGkL2MT3tUctZJew4RJDoRcAEde3RlMfffUyiKLzz2rpIcTVkZuyJzWD_2rbGVBZlNWqXiVURWbHBCcZyhOU_x_6pCg7yIJUShCaxlhMJD37eLAKXkM3ijK0e7NGUC0-MFH0.LEuTgkF4c7_SXwz9y_EuaJk5ZrZe-89BXZ1NIpkPcTI&dib_tag=se&keywords=laptop&qid=1721662712&sprefix=laptop%2Caps%2C273&sr=8-24
292,"Acer Aspire Lite 11th Gen Intel Core i3 Premium Metal Laptop (8GB RAM/256GB SSD/Windows 11 Home) AL15-51, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","33,999",https://amazon.in//Acer-Premium-Windows-AL15-51-39-62cm/dp/B0C8P8WBSJ/ref=sr_1_252?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-252
293,"AVITA Laptop Liber E Intel Core I3-1215U 15.6 Inch 8Gb Ram, 512Gb Ssd - Windows 11 Home  ","25,990",https://amazon.in//AVITA-Laptop-Liber-Intel-I3-1215U/dp/B0CP9NVRDT/ref=sr_1_253?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-253
294,"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN  ","51,990",https://amazon.in//Lenovo-IdeaPad-Fingerprint-Graphite-82LN00JSIN/dp/B0BBFTPJ3D/ref=sr_1_254?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-254
295,"ZEBRONICS PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Silver, 1.76 Kg  ","26,740",https://amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Battery/dp/B0CM3N8LVG/ref=sr_1_255?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-255
296,"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)  ","12,499",https://amazon.in//Renewed-Lenovo-ThinkPad-Business-Graphics/dp/B09TNQNKZF/ref=sr_1_256?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-256
297,"(Refurbished) Lenovo ThinkPad 7th Gen Intel i5,16 GB,1TB HDD + 256 GB SSD,14"" (35.6 cm) HD Touchscreen Laptop (Windows 11/MS Office/WiFi/Webcam/Intel Graphics/Thin & Light)  ","24,390",https://amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Graphics/dp/B0D3VDYVDR/ref=sr_1_257?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-257
298,"Dell Alienware m18 R1 Gaming Laptop, Intel Core i9-13980HX Processor/64GB/1TB SSD/18.0"" (45.72cm) QHD+ FHD 165Hz/NVIDIA RTX 4090 16GB GDDR6/Win 11 + MSO'21/15 Month McAfee/Dark Metallic Moon/2.72kg  ","4,51,150",https://amazon.in//Dell-Alienware-i9-13980HX-Processor-Metallic/dp/B0C9F1VXCJ/ref=sr_1_258?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-258
299,"HP Laptop 15, Intel Core Ultra 5 125H, Enhanced by AI, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel graphics, FPR, 1080p FHD camera, Backlit KB (Win 11, Silver, 1.65 kg), fd1099TU  ","71,990",https://amazon.in//HP-Enhanced-15-6-inch-graphics-fd1099TU/dp/B0D262YX9D/ref=sr_1_259?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.fjBWm-Da6wV8Or9V8TwGp59T1Leq28EM4MWmyGRVFosYlYRBOfcxXWFd04bi1nIZs_gTPODSQvpojX3YPBprrinXx_mHNb7lDv3t9BQZCxz84xN_0BeU5HR94XeGp7kgVp3BEA0KaL20uv6-OXUP7KdZt_LjRBsH3WeGlAf9KEsHG1HeKUrxzUc2q9TIRHR1ETHZkSwL0f7fd5bauYKn63op8Q5nloN5H_tnjzpnMV0.PwRne-FTpfoM5rfovvqJyiKwf3DLPz20uif4xFxndnI&dib_tag=se&keywords=laptop&qid=1721662878&sprefix=laptop%2Caps%2C273&sr=8-259
300,"Comfabie Fashion Backpacks for Women, PU Leather handbags, Zipper Ladies Purse, Daypacks Bags, Casual Backpacks, Antitheft Soft Rucksack Versatile Shoulder Bags with laptop compartment  ","1,399",https://amazon.in/https://aax-eu.amazon.in/x/c/JKBF7TaUilC8_YexkVKEJV0AAAGQ2xq09AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICD_eih7/https://www.amazon.in/Comfabie-Backpacks-Antitheft-Versatile-compartment/dp/B0D9D96ZTW/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&crid=1ERF41KBXZZUQ&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9.CEYNYpa2oFieJyqbA7eeew.gcUCkH5NtJ1tfyhIP7-cT_Mc3-xYQ1nz6enJZzy0Wmc&dib_tag=se&keywords=laptop&pd_rd_i=B0D9D96ZTW&pd_rd_r=89721228-b889-4f90-8710-7497fe9acb4f&pd_rd_w=7Wqv3&pd_rd_wg=5Nh6f&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=W42G5NEDVDCF65H47MB3&qid=1721662878&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C273&sr=1-241-55679f55-dd28-42e2-aed8-9d76ff9bea0b
301,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 8 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","39,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NjgyNDkwMzAzMTYzMjAzOjE3MjE2NjI4ODc6c3BfYXRmX25leHQ6MzAwMTQ1ODIzMDE0MjMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CLY88QPJ%2Fref%3Dsr_1_257_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662887%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
302,"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","68,990",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_25?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.Ax0p0kRStw-euPTymH6UdfBG4B-q840XBWgqN3IiyKinBI50AQjN7GWZBoV6Kg8VaLYjrvg0fPMOnNEwwMoM-MLwHN53wG9eFjzry5PGGkL2MT3tUctZJew4RJDoRcAEde3RlMfffUyiKLzz2rpIcTVkZuyJzWD_2rbGVBZlNWqXiVURWbHBCcZyhOU_x_6pCg7yIJUShCaxlhMJD37eLAKXkM3ijK0e7NGUC0-MFH0.LEuTgkF4c7_SXwz9y_EuaJk5ZrZe-89BXZ1NIpkPcTI&dib_tag=se&keywords=laptop&qid=1721662712&sprefix=laptop%2Caps%2C273&sr=8-25
303,"(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor , 8 GB Ram & 1TB SSD, 13.3 Inches 1.69Kg Notebook Computer  ","26,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NjgyNDkwMzAzMTYzMjAzOjE3MjE2NjI4ODc6c3BfYXRmX25leHQ6MzAwMTUzMTM5MDY2NDMyOjowOjo&url=%2FRefurbished-Dell-Latitude-Mobile-7th-Processor%2Fdp%2FB0CXXFSYNS%2Fref%3Dsr_1_258_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662887%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
304,"Dell Alienware m18 R1 Gaming Laptop, Intel Core i9-13980HX Processor/64GB/1TB SSD/18.0"" (45.72cm) QHD+ FHD 165Hz/NVIDIA RTX 4090 16GB GDDR6/Win 11 + MSO'21/15 Month McAfee/Dark Metallic Moon/2.72kg  ","4,51,150",https://amazon.in//Dell-Alienware-i9-13980HX-Processor-Metallic/dp/B0C9F1VXCJ/ref=sr_1_259?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-259
305,"HP Laptop 15, Intel Core Ultra 5 125H, Enhanced by AI, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel graphics, FPR, 1080p FHD camera, Backlit KB (Win 11, Silver, 1.65 kg), fd1099TU  ","71,990",https://amazon.in//HP-Enhanced-15-6-inch-graphics-fd1099TU/dp/B0D262YX9D/ref=sr_1_260?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-260
306,"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/1TB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY039W  ","56,990",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-NY039W/dp/B0D3LZPSD7/ref=sr_1_261?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-261
307,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR6 6GB/Cosmos Gray/1.86Kg), B12VE-1688IN  ","87,990",https://amazon.in//MSI-i7-12650H-Windows-GeForce-B12VE-1688IN/dp/B0CV9LVZV4/ref=sr_1_262?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-262
308,"(Refurbished) Dell Latitude E6440 4th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD Display/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)  ","14,999",https://amazon.in//Refurbished-Dell-Latitude-Display-Graphics/dp/B0CY5G9KNN/ref=sr_1_263?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-263
309,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 256 GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ","18,379",https://amazon.in//Refurbished-HP-Touchscreen-Bluetooth-Graphics/dp/B0CX1LMLGH/ref=sr_1_264?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.9ptIAbG_wQNgrdljwyYxcncUIIsLGjsPMD_DDFFXVS4THEBwGQ3x6BdcScpTQn9qnVfDgFSrQ9xK1NBOOC1MERw4IRWpxd85RJ-S7EozvxRENABKRLFi7phPaBtTFlGrdMSKmnhwdaGBJJxLMPqoK2cfMuUkvET2bqv7r5ETYsga34rwxoSMiRkotDbCEt6_epZ_F2UHwD0jopOj9co0gahWegA5CjVZ3D0xduZOjHo.3d1YoHeXG6IG8lOIgZ6r_FqUQWUAELneFxq7OCjN6Pw&dib_tag=se&keywords=laptop&qid=1721662887&sprefix=laptop%2Caps%2C273&sr=8-264
