,title,price,link
85,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 14"" (35.5cm) WUXGA-OLED 400Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon GamePass/Grey/1.4Kg), 83DA003GIN  ","80,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDc3Njc3ODk4OTMwMjAzOjE3MjE2NjI3NzE6c3BfbXRmOjMwMDE2Njg3Nzc5MDgzMjo6MDo6&url=%2FLenovo-IdeaPad-WUXGA-OLED-GamePass-83DA003GIN%2Fdp%2FB0CYGZSBRV%2Fref%3Dsr_1_92_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662771%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ","16,990",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B00OKAFZHO/ref=sr_1_93?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-93
87,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx  ","63,990",https://amazon.in//HP-i5-12450H-15-6-inch-Response-fa0666TX/dp/B0C2HZYM87/ref=sr_1_94?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-94
88,"Acer Travelmate Business Laptop Intel Core i5-1135G7 processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) TMP214-53 with 35.56 cm (14"") Full HD Display  ","36,990",https://amazon.in//Acer-Travelmate-i5-1135G7-Processor-TMP214-53/dp/B0CKLTD48T/ref=sr_1_95?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-95
89,"Acer Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","45,999",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CWV1XCRP/ref=sr_1_96?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-96
90,"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/Iron Grey/1.65 Kg)  ","40,990",https://amazon.in//Lenovo-39-62cm-Antiglare-Laptop-Windows/dp/B0D39BVJ7Y/ref=sr_1_97?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-97
91,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W  ","52,990",https://amazon.in//ASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W/dp/B0C27SD9YR/ref=sr_1_98?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-98
92,"HP Laptop 15, AMD Ryzenâ„¢ 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4(3200 SDRAM), 512GB SSD, Dual speakers,MSO,Windows 11,Natural Silver,1.69 kg,15s-eq2305au  ","40,999",https://amazon.in//HP-RyzenTM-15-6-inch-speakers-15s-eq2305au/dp/B0CY2MJ7LL/ref=sr_1_99?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-99
93,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","50,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_13?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.AgylnyZyRtUrvE1Rou7559RhWY1z2q9oLdH5F5eYDh5SJ7MrCAad2OV9XEl5zhbUrxC-qp4R5Re1r6BaqUBTX1ZUPZc_cXnhVgIhaVAt7YJ89I_kK7RHzx6OjV5aCbT_5GCA34J0dtnVlfKAMffXk_cwR2nuSQzQMP0JTAwA6ZWmJhATFR01sBAS-Ynb53bwcmZk_m-MgYbL1_dQFUJxtcaj1Ra1s6pJrXPQ60mjhAM.xWJv3GRGHpjnuY8hNO3vK9pDJQKSyqLffCvEiew8nxU&dib_tag=se&keywords=laptop&qid=1721662701&sprefix=laptop%2Caps%2C273&sr=8-13
94,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS  ","50,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ542WS/dp/B0C5Y3JBC4/ref=sr_1_100?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0&dib_tag=se&keywords=laptop&qid=1721662771&sprefix=laptop%2Caps%2C273&sr=8-100
95,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 4GB Graphic Laptop (8 GB DDR4 RAM/2 TB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","41,390",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDc3Njc3ODk4OTMwMjAzOjE3MjE2NjI3NzE6c3BfYnRmOjMwMDI2MDgxODgzOTkzMjo6MDo6&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KPF5QX%2Fref%3Dsr_1_101_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.yAHnJ6bGNSzHryG7v6CKPJJlXCP1ZwkPHlemOuGBE-nosHZVxVJEE8tbHYSsxeKCK_m_NldC_WWIbv3d3YFhmCsZK79IzJqWGc-i5tXEqcBWws9Obd-y8iWEpFR4h8LKMn-SuyO-mA8RhAVJY2CnAaJDwJq_oDCUUj5qatIfGT4SL8Arj74FKbPmQJPB7IjbTVxckHwo1oT0YyeXfw5ndbpdyVfXJ6ysq6fo-56pmA4.kqSeFkflqX7ColLDnHtvbpestyAw3a9cm5QTophBpG0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662771%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
96,"McAfee Antivirus 2024 | 1 Device, 3 Year | Antivirus Internet Security Software| Email Delivery  ",660,https://amazon.in/https://aax-eu.amazon.in/x/c/JO6JzI0coGoRda-cBdVFyRAAAAGQ2xkRIgMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCdJPaX/https://www.amazon.in/McAfee-Antivirus-Plus-Delivery-hours/dp/B07895T7B1/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&crid=1ERF41KBXZZUQ&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9.C6b2gUxdhu3hotNWL3BY9A.bi0Ls6d4qFPyu1N29T_6bA7eJ6cMoAickVcQrVZPsRE&dib_tag=se&keywords=laptop&pd_rd_i=B07895T7B1&pd_rd_r=90da955f-fcb1-451a-ac80-a0349e7386b6&pd_rd_w=WSRO9&pd_rd_wg=xtEYh&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=G85G97MSQWVMBYAP81TY&qid=1721662771&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C273&sr=1-81-55679f55-dd28-42e2-aed8-9d76ff9bea0b
97,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 256 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer  ","25,190",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzk5NDg3MDc4ODc0MjAzOjE3MjE2NjI3ODc6c3BfYXRmX25leHQ6MjAxMjQ0NDMxNzYzOTg6OjA6Og&url=%2FDell-Latitude-Mobile-8th-Processor-Notebook%2Fdp%2FB0BVZXTFVN%2Fref%3Dsr_1_113_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662787%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
98,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 32 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","46,790",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzk5NDg3MDc4ODc0MjAzOjE3MjE2NjI3ODc6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc0ODMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXDLC9M%2Fref%3Dsr_1_114_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662787%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
99,"ASUS Vivobook 16X, Intel Core i5-12500H, 16"" FHD+ 60Hz, Creator/Gaming Laptop (16GB RAM/512GB /RTX 2050/Win 11 Pro/Office 2021/Fingerprint /50WHr Battery/Cool Silver/1.80 kg),K3605ZF-MBN546WS  ","76,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Fingerprint-K3605ZF-MBN546WS/dp/B0D8BS8652/ref=sr_1_115?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-115
100,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","32,990",https://amazon.in//Acer-Premium-Windows-AL15-41-39-62cm/dp/B0C9J152JF/ref=sr_1_116?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-116
101,"Samsung Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)  ","74,990",https://amazon.in//Samsung-NP750XFG-KB3IN-Galaxy-Book3/dp/B0BVW75CSZ/ref=sr_1_117?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-117
102,"Walker Thin & Light Laptop, 14.1 inch (4GB Ram,128GB SSD) | FHD IPS Display 1920 * 1080 Resolution | Gemini Lake N4020 | UHD Graphics 600| Mini-HDMI| Webcam | Windows 11 Home | Cloud Silver  ","12,990",https://amazon.in//Walker-Display-Resolution-Graphics-Mini-HDMI/dp/B0CGVLLWT3/ref=sr_1_118?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-118
103,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB DDR4, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Win 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg  ","57,528",https://amazon.in//Dell-Inspiron-i5-1334U-Processor-39-62cm/dp/B0D2Y1BLDT/ref=sr_1_119?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-119
104,"Lenovo V15 G2 Laptop, 15.6"" FHD Display, Free Microsoft Office 2021 with Lifetime License, Dual-core Intel Celeron N4500, 8GB RAM, 256GB SSD, Ethernet, 6.5 Hours Battery Life, Windows 11 , Black  ","24,980",https://amazon.in//Lenovo-Microsoft-Lifetime-Dual-core-Ethernet/dp/B0CR8VHCSV/ref=sr_1_14?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.AgylnyZyRtUrvE1Rou7559RhWY1z2q9oLdH5F5eYDh5SJ7MrCAad2OV9XEl5zhbUrxC-qp4R5Re1r6BaqUBTX1ZUPZc_cXnhVgIhaVAt7YJ89I_kK7RHzx6OjV5aCbT_5GCA34J0dtnVlfKAMffXk_cwR2nuSQzQMP0JTAwA6ZWmJhATFR01sBAS-Ynb53bwcmZk_m-MgYbL1_dQFUJxtcaj1Ra1s6pJrXPQ60mjhAM.xWJv3GRGHpjnuY8hNO3vK9pDJQKSyqLffCvEiew8nxU&dib_tag=se&keywords=laptop&qid=1721662701&sprefix=laptop%2Caps%2C273&sr=8-14
105,"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS  ","54,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_120?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-120
106,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK522WS  ","37,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK522WS/dp/B0BTWFM4FS/ref=sr_1_121?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-121
107,"Lenovo IdeaPad Slim 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.58Kg), 82VG00JJIN  ","31,990",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82VG00JJIN/dp/B0CRB5FRMQ/ref=sr_1_122?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ&dib_tag=se&keywords=laptop&qid=1721662787&sprefix=laptop%2Caps%2C273&sr=8-122
108,"(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor , 16 GB Ram & 128 GB SSD, 13.3 Inches 1.69Kg Notebook Computer  ","23,390",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzk5NDg3MDc4ODc0MjAzOjE3MjE2NjI3ODc6c3BfbXRmOjMwMDE1MzEzOTA2NjEzMjo6MDo6&url=%2FRefurbished-Dell-Latitude-Mobile-7th-Processor%2Fdp%2FB0CXXSQ9M7%2Fref%3Dsr_1_123_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.3ZZAWLGt01mgbQF_Ji520q-Uj0OevrRdU0BwaojmO6GEZF5t6J5rzr1TRduA79YN6-FQrSGKlyY93tDVP4kA2-iJ7AftzAIg_sF7HjqE4GAldB6cvJjcHnpG3unZ-CTKtnrCE_A9vnpTxA8GtVZDup772mtwMVeyuz0ywCQ0xMQRNqq7Djoejjw_Yxssa10L996zLotorhyjt28hW1NBTO5WeF5zH-F6j4HTfFr8VY0.Tz2cQUM3b78WtIaYc9n2Lm9yiU1QSug4GCxCCfWY6lQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662787%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
